order_id,customer_id,product_id,order_date,quantity
5264,791,9,2024-01-17,1
5265,684,17,2025-07-09,3
5266,860,30,2025-12-19,3
5267,268,1,2024-06-19,2
5268,303,28,2025-10-25,1
5269,317,17,2024-09-02,1
5270,386,14,2024-03-20,3
5271,812,16,2024-08-21,1
5272,605,8,2025-03-17,2
5273,146,19,2024-04-14,1
5274,264,4,2025-11-17,3
5275,284,6,2024-06-19,1
5276,32,1,2024-04-25,2
5277,849,21,2025-08-21,2
5278,267,18,2024-04-01,3
5279,771,12,2025-04-02,3
5280,467,21,2024-04-02,2
5281,550,6,2024-03-15,1
5282,203,17,2024-05-22,1
5283,538,5,2025-04-15,3
5284,420,25,2025-11-04,1
5285,433,26,2024-10-25,2
5286,950,7,2025-04-09,3
5287,837,30,2025-05-15,3
5288,81,5,2025-03-28,3
5289,29,23,2025-06-25,3
5290,118,7,2024-03-02,1
5291,644,24,2025-12-29,1
5292,931,14,2024-07-12,1
5293,232,6,2024-02-13,2
5294,98,16,2025-12-01,3
5295,511,15,2024-08-05,1
5296,169,10,2025-02-20,3
5297,600,3,2024-04-20,1
5298,874,27,2025-09-11,2
5299,352,14,2025-07-16,3
5300,210,27,2024-12-16,3
5301,116,14,2025-08-05,3
5302,218,24,2024-07-03,2
5303,443,19,2024-06-30,2
5304,761,29,2024-02-04,1
5305,39,19,2024-03-25,1
5306,376,7,2025-02-10,3
5307,511,20,2025-02-01,2
5308,377,24,2025-05-27,1
5309,509,20,2024-08-27,3
5310,740,18,2024-05-10,1
5311,278,7,2025-11-29,1
5312,264,30,2025-03-27,3
5313,613,10,2025-03-20,2
5314,811,11,2025-03-11,2
5315,961,26,2025-10-03,1
5316,979,17,2025-02-20,3
5317,108,15,2024-03-24,1
5318,824,28,2024-10-25,2
5319,281,16,2024-09-21,1
5320,174,21,2024-10-17,2
5321,905,4,2025-01-31,1
5322,367,27,2024-12-16,2
5323,351,7,2024-02-22,1
5324,349,21,2024-05-08,3
5325,602,18,2025-04-28,3
5326,356,2,2024-11-24,3
5327,467,15,2025-08-24,2
5328,758,2,2025-10-06,2
5329,735,22,2025-03-07,3
5330,199,5,2025-04-11,3
5331,945,2,2024-10-20,1
5332,34,28,2024-09-09,3
5333,906,6,2025-11-06,2
5334,876,20,2025-09-27,3
5335,386,18,2025-04-19,3
5336,60,17,2024-05-23,2
5337,13,30,2025-09-11,1
5338,495,13,2025-10-12,2
5339,240,15,2024-06-13,1
5340,317,24,2024-09-27,1
5341,70,2,2025-04-11,2
5342,88,12,2025-03-08,3
5343,891,29,2025-07-28,2
5344,790,12,2025-05-11,2
5345,766,15,2025-07-06,3
5346,53,13,2024-09-12,3
5347,867,26,2025-04-19,3
5348,787,15,2025-06-28,3
5349,499,14,2025-11-10,1
5350,10,19,2024-05-02,1
5351,233,25,2024-03-15,2
5352,637,15,2024-06-06,2
5353,339,8,2024-07-29,2
5354,70,26,2025-05-10,1
5355,154,7,2025-09-19,1
5356,873,22,2024-12-04,3
5357,929,21,2024-05-30,1
5358,238,10,2024-04-19,3
5359,811,1,2025-03-09,1
5360,213,24,2025-05-02,1
5361,81,27,2025-02-07,2
5362,825,1,2024-06-17,2
5363,10,1,2024-10-26,3
5364,846,4,2025-11-29,1
5365,135,28,2024-12-09,3
5366,934,4,2025-04-15,1
5367,828,24,2024-03-04,2
5368,754,18,2025-09-24,3
5369,274,9,2024-02-09,2
5370,187,30,2024-01-15,1
5371,665,13,2024-11-26,3
5372,857,16,2024-10-16,2
5373,495,1,2024-01-07,2
5374,959,21,2025-09-22,2
5375,277,13,2024-05-08,2
5376,105,23,2025-01-18,2
5377,389,26,2025-09-15,3
5378,606,29,2025-12-17,3
5379,105,11,2025-04-01,3
5380,245,27,2025-06-29,1
5381,112,29,2025-12-31,2
5382,126,30,2024-04-29,3
5383,917,17,2024-08-05,3
5384,498,9,2024-07-11,1
5385,161,18,2024-09-10,1
5386,244,4,2025-09-10,3
5387,501,2,2025-06-30,2
5388,471,10,2025-01-05,2
5389,818,5,2024-08-23,3
5390,409,7,2025-11-11,2
5391,898,16,2025-01-19,3
5392,764,2,2025-04-17,2
5393,802,21,2024-06-14,3
5394,764,13,2025-07-14,2
5395,820,27,2024-05-20,3
5396,956,19,2025-12-14,3
5397,850,14,2025-01-16,2
5398,236,24,2025-05-24,1
5399,962,13,2025-12-19,1
5400,243,23,2025-06-19,3
5401,835,2,2024-08-04,1
5402,522,18,2024-11-03,1
5403,116,9,2025-04-30,2
5404,235,5,2025-01-19,2
5405,590,4,2025-08-16,1
5406,438,27,2025-07-01,1
5407,734,25,2025-05-31,2
5408,633,10,2025-09-05,2
5409,77,11,2025-05-29,3
5410,714,26,2025-05-28,3
5411,849,7,2025-06-04,2
5412,466,2,2025-09-10,3
5413,424,2,2025-04-07,3
5414,622,8,2025-01-03,1
5415,53,26,2025-05-22,2
5416,806,27,2025-02-19,1
5417,313,7,2024-06-24,3
5418,732,1,2024-08-23,1
5419,219,19,2024-03-04,3
5420,305,22,2024-06-10,1
5421,339,30,2024-01-05,2
5422,871,7,2025-09-06,1
5423,189,12,2025-07-05,3
5424,882,27,2024-05-16,1
5425,642,6,2025-11-09,1
5426,243,9,2025-11-21,2
5427,135,20,2024-05-08,2
5428,890,13,2025-12-31,1
5429,647,2,2025-09-11,1
5430,646,9,2025-05-13,1
5431,486,19,2024-01-05,1
5432,803,30,2024-06-25,3
5433,664,8,2025-04-03,2
5434,321,26,2024-07-29,3
5435,649,7,2025-05-20,1
5436,583,17,2024-11-18,1
5437,481,30,2025-02-23,2
5438,689,4,2024-08-18,1
5439,725,16,2024-05-25,2
5440,705,1,2025-08-22,3
5441,583,10,2025-10-03,1
5442,196,21,2024-05-14,3
5443,828,25,2025-10-27,2
5444,661,1,2025-11-08,1
5445,449,27,2024-05-04,1
5446,637,13,2025-02-15,2
5447,275,9,2024-07-16,3
5448,710,1,2024-04-10,2
5449,40,18,2024-11-25,1
5450,794,3,2024-04-18,3
5451,898,27,2024-12-08,3
5452,210,24,2025-11-16,3
5453,206,12,2024-05-31,1
5454,769,23,2025-02-04,3
5455,639,25,2025-12-14,3
5456,874,23,2025-10-18,2
5457,217,8,2024-11-22,1
5458,363,18,2025-10-31,1
5459,904,15,2024-07-18,2
5460,504,22,2025-06-13,2
5461,630,5,2025-03-12,1
5462,510,12,2024-09-09,3
5463,850,27,2025-04-14,1
5464,942,13,2025-03-08,1
5465,797,4,2024-04-16,2
5466,343,12,2025-05-09,2
5467,203,11,2024-11-11,2
5468,30,29,2024-10-28,3
5469,126,20,2024-05-02,3
5470,233,27,2024-02-12,2
5471,745,1,2025-01-06,2
5472,26,13,2024-09-01,3
5473,956,1,2024-09-22,1
5474,701,28,2024-03-15,2
5475,404,24,2025-07-18,2
5476,119,17,2024-07-21,3
5477,695,11,2024-10-18,3
5478,670,1,2024-12-02,1
5479,143,12,2024-05-28,3
5480,225,13,2024-10-10,2
5481,376,23,2025-09-20,2
5482,319,21,2024-11-02,3
5483,720,8,2025-10-27,2
5484,500,16,2024-03-02,1
5485,908,28,2025-01-14,2
5486,111,24,2024-09-18,3
5487,229,23,2024-11-21,1
5488,411,15,2025-10-30,2
5489,870,3,2025-10-22,1
5490,914,4,2025-09-19,2
5491,902,13,2024-12-04,2
5492,224,25,2025-03-22,1
5493,340,21,2025-10-14,3
5494,381,16,2024-09-12,3
5495,227,23,2025-06-04,3
5496,701,9,2024-04-23,2
5497,217,30,2025-09-16,1
5498,159,5,2025-12-05,3
5499,178,4,2024-03-03,1
5500,546,5,2024-06-12,1
5501,540,14,2024-05-13,3
5502,610,15,2025-12-25,2
5503,665,25,2025-01-26,2
5504,58,22,2024-07-08,1
5505,372,14,2025-01-19,1
5506,653,4,2024-07-09,3
5507,202,6,2025-04-04,3
5508,303,11,2024-05-30,1
5509,396,24,2024-10-26,1
5510,229,19,2025-09-11,2
5511,876,26,2024-03-13,3
5512,687,22,2025-09-07,2
5513,185,10,2025-04-09,2
5514,339,10,2024-05-15,1
5515,920,13,2024-05-11,2
5516,304,18,2025-11-28,2
5517,763,13,2024-12-14,3
5518,368,13,2024-10-18,1
5519,774,6,2025-03-23,3
5520,262,1,2025-07-10,1
5521,205,7,2024-02-15,2
5522,876,5,2024-06-26,3
5523,750,18,2024-09-12,3
5524,162,24,2025-12-19,2
5525,896,9,2025-07-07,3
5526,169,25,2024-03-05,2
5527,314,3,2025-06-07,3
5528,853,29,2024-06-11,1
5529,863,9,2025-02-13,1
5530,984,16,2024-11-06,3
5531,646,28,2025-07-08,3
5532,318,12,2024-06-25,1
5533,564,5,2024-10-07,1
5534,802,2,2024-01-29,3
5535,700,4,2025-05-11,2
5536,174,3,2025-05-12,3
5537,262,4,2024-01-18,1
5538,960,6,2024-05-18,3
5539,269,24,2024-12-16,3
5540,901,25,2025-02-20,2
5541,636,5,2025-06-14,3
5542,440,17,2024-03-06,3
5543,519,3,2024-01-25,1
5544,303,19,2024-10-02,1
5545,860,9,2024-03-25,2
5546,283,6,2024-05-22,1
5547,991,29,2024-03-11,1
5548,527,7,2025-08-29,3
5549,271,24,2025-06-27,2
5550,754,8,2024-08-05,1
5551,316,11,2024-10-03,1
5552,989,5,2025-08-27,1
5553,259,30,2025-03-08,2
5554,316,24,2024-12-29,3
5555,170,2,2025-01-17,3
5556,193,18,2025-01-01,3
5557,645,20,2025-09-09,3
5558,377,17,2024-07-11,3
5559,821,29,2025-08-12,3
5560,804,3,2024-07-28,1
5561,730,23,2025-09-12,1
5562,957,30,2024-12-02,1
5563,330,24,2024-03-18,2
5564,717,22,2025-09-27,3
5565,817,3,2024-04-18,2
5566,8,21,2025-04-17,1
5567,102,1,2024-02-10,1
5568,64,30,2025-05-09,2
5569,126,24,2024-09-15,2
5570,195,12,2024-10-29,3
5571,412,19,2024-05-10,2
5572,971,30,2025-04-08,3
5573,189,14,2024-02-16,3
5574,552,5,2024-06-16,1
5575,156,20,2024-07-09,3
5576,417,22,2025-10-01,1
5577,88,6,2025-03-25,1
5578,588,22,2024-09-28,3
5579,558,6,2024-10-17,1
5580,630,20,2024-03-08,2
5581,826,13,2025-02-25,2
5582,1000,28,2025-07-18,2
5583,335,30,2024-03-30,1
5584,404,15,2024-10-25,1
5585,40,9,2025-05-20,1
5586,352,14,2025-03-27,1
5587,845,16,2024-03-21,2
5588,257,1,2024-03-17,2
5589,139,21,2025-10-15,3
5590,616,5,2025-03-10,1
5591,551,18,2025-08-01,1
5592,378,14,2025-05-04,1
5593,981,28,2024-07-02,2
5594,417,1,2025-10-26,3
5595,533,23,2024-09-28,2
5596,29,23,2024-02-27,2
5597,590,17,2024-04-21,1
5598,62,4,2025-02-22,1
5599,498,3,2024-09-27,2
5600,985,7,2025-04-18,1
5601,681,14,2025-08-05,2
5602,352,8,2025-07-14,3
5603,656,13,2024-10-13,2
5604,488,5,2025-12-15,3
5605,405,15,2024-01-25,2
5606,828,12,2025-09-19,3
5607,956,12,2024-07-21,1
5608,915,23,2024-11-29,2
5609,582,20,2025-11-27,2
5610,930,28,2024-10-12,2
5611,567,23,2024-04-01,3
5612,622,6,2025-05-23,3
5613,700,2,2025-01-15,3
5614,653,26,2025-09-19,1
5615,347,26,2025-11-09,3
5616,519,6,2025-01-29,2
5617,944,3,2025-11-22,1
5618,744,16,2024-12-21,3
5619,556,18,2024-06-09,1
5620,169,24,2024-01-16,1
5621,964,4,2024-09-15,3
5622,361,13,2024-06-18,3
5623,424,8,2024-03-20,2
5624,778,13,2025-09-28,1
5625,990,7,2024-04-13,1
5626,21,14,2025-11-08,3
5627,377,4,2025-04-04,1
5628,183,26,2024-09-13,2
5629,286,10,2024-12-12,1
5630,466,5,2024-08-16,2
5631,186,22,2024-01-11,2
5632,504,1,2024-05-31,2
5633,344,21,2024-12-11,2
5634,350,14,2025-08-19,2
5635,43,25,2025-12-07,3
5636,371,1,2025-03-04,3
5637,610,5,2025-04-06,3
5638,97,16,2025-08-18,1
5639,518,26,2024-09-06,1
5640,211,23,2025-05-12,1
5641,470,27,2025-09-17,1
5642,430,26,2025-06-09,1
5643,603,7,2024-05-31,1
5644,532,4,2024-04-20,3
5645,246,3,2024-08-22,3
5646,206,19,2024-10-29,1
5647,6,21,2024-04-05,2
5648,387,16,2024-03-21,1
5649,32,30,2024-01-27,3
5650,20,12,2024-07-14,1
5651,220,27,2024-02-02,2
5652,920,16,2024-05-12,3
5653,803,10,2025-01-09,3
5654,893,6,2025-01-21,2
5655,501,25,2025-05-11,1
5656,413,8,2024-01-14,2
5657,723,5,2024-11-30,1
5658,947,24,2025-01-12,1
5659,520,9,2024-11-24,2
5660,698,11,2025-03-24,2
5661,909,1,2025-08-29,2
5662,309,1,2025-09-29,3
5663,342,6,2025-10-09,2
5664,271,3,2024-12-22,3
5665,67,1,2025-01-05,2
5666,804,30,2024-09-14,3
5667,159,8,2024-12-24,3
5668,285,21,2024-08-22,3
5669,33,25,2024-01-03,2
5670,322,30,2024-12-31,2
5671,983,8,2025-12-26,2
5672,448,19,2024-06-29,3
5673,737,8,2024-02-27,1
5674,532,8,2025-08-11,3
5675,330,18,2025-04-29,2
5676,304,12,2024-10-12,2
5677,718,20,2025-07-26,3
5678,994,11,2024-05-07,1
5679,37,4,2024-08-22,2
5680,446,26,2025-04-23,3
5681,563,16,2025-09-10,1
5682,194,2,2025-06-08,1
5683,425,4,2024-02-16,2
5684,461,18,2024-02-17,2
5685,112,2,2025-01-03,2
5686,664,28,2024-07-12,2
5687,128,29,2024-01-12,3
5688,146,6,2025-08-21,3
5689,374,15,2025-07-04,3
5690,497,24,2025-01-23,3
5691,209,9,2025-08-01,3
5692,911,11,2024-04-13,2
5693,99,18,2024-11-25,2
5694,796,24,2025-02-17,1
5695,402,23,2025-04-16,3
5696,51,16,2024-08-19,1
5697,931,2,2025-02-04,2
5698,561,11,2024-01-28,1
5699,500,8,2025-06-16,3
5700,671,30,2025-06-29,2
5701,791,5,2025-09-24,2
5702,938,20,2025-10-19,1
5703,120,2,2025-11-15,3
5704,878,1,2024-05-11,1
5705,527,11,2025-12-05,1
5706,380,19,2024-08-14,1
5707,982,19,2024-08-30,3
5708,636,13,2025-04-28,3
5709,397,12,2024-05-30,1
5710,400,20,2024-08-06,1
5711,47,5,2025-03-04,2
5712,828,29,2024-03-18,3
5713,250,25,2025-10-31,3
5714,272,16,2024-09-29,1
5715,723,26,2024-08-27,1
5716,675,14,2024-07-15,1
5717,300,17,2024-10-21,2
5718,939,17,2025-12-17,2
5719,591,7,2025-09-25,1
5720,291,13,2025-01-31,3
5721,371,13,2025-01-30,1
5722,832,10,2025-11-29,1
5723,75,7,2025-06-14,1
5724,451,8,2025-04-26,2
5725,179,11,2024-11-11,3
5726,615,28,2024-01-18,2
5727,203,6,2024-01-14,3
5728,713,11,2025-05-12,3
5729,755,15,2025-01-27,3
5730,985,10,2025-01-21,3
5731,403,5,2024-06-18,2
5732,271,12,2025-02-02,3
5733,147,15,2025-08-07,2
5734,755,17,2024-01-17,1
5735,941,21,2025-11-06,3
5736,989,9,2025-12-01,2
5737,935,10,2025-12-05,1
5738,252,2,2024-12-06,2
5739,453,10,2024-07-11,1
5740,457,25,2025-10-25,3
5741,347,28,2025-12-22,1
5742,446,14,2025-11-28,1
5743,207,5,2025-04-16,1
5744,704,16,2025-11-13,1
5745,635,27,2024-01-07,1
5746,966,22,2024-09-07,2
5747,431,28,2025-07-26,3
5748,476,27,2024-12-13,1
5749,700,16,2025-08-02,1
5750,998,22,2024-09-06,2
5751,287,18,2024-11-13,3
5752,357,7,2025-10-10,2
5753,452,9,2024-11-05,2
5754,616,21,2025-11-11,2
5755,192,6,2025-10-31,2
5756,732,7,2024-08-29,3
5757,270,28,2024-04-10,1
5758,223,8,2025-07-22,1
5759,223,17,2024-09-01,1
5760,110,2,2025-03-08,2
5761,320,2,2024-02-02,2
5762,684,2,2025-03-04,2
5763,174,14,2025-06-17,1
5764,58,19,2025-10-22,1
5765,378,27,2025-10-25,2
5766,241,28,2024-01-23,1
5767,69,4,2025-11-10,2
5768,514,24,2025-06-21,2
5769,225,26,2024-11-06,2
5770,103,10,2024-03-23,3
5771,294,6,2025-01-18,3
5772,540,13,2025-04-11,3
5773,660,29,2024-02-26,1
5774,860,10,2025-03-02,1
5775,774,13,2025-01-02,1
5776,663,7,2025-05-20,2
5777,523,27,2024-10-02,3
5778,658,7,2025-07-06,1
5779,946,6,2025-03-31,3
5780,279,7,2024-01-28,3
5781,355,14,2025-07-18,2
5782,685,9,2024-12-14,2
5783,368,6,2024-07-22,1
5784,165,11,2024-11-12,2
5785,155,2,2024-04-24,1
5786,278,14,2024-08-08,1
5787,211,27,2024-07-19,1
5788,297,8,2024-02-28,2
5789,944,5,2024-10-26,2
5790,671,4,2024-06-19,1
5791,323,15,2024-01-12,1
5792,759,12,2024-06-06,1
5793,852,9,2024-10-18,2
5794,104,2,2025-09-07,1
5795,34,15,2025-02-06,1
5796,171,6,2024-09-06,2
5797,811,12,2024-04-22,2
5798,259,19,2025-10-12,1
5799,796,27,2025-07-07,3
5800,416,14,2025-03-15,2
5801,472,25,2024-02-10,2
5802,956,9,2025-10-22,2
5803,310,19,2024-01-18,1
5804,204,27,2025-03-16,1
5805,658,18,2025-05-25,1
5806,135,2,2025-03-14,1
5807,811,30,2024-05-26,1
5808,377,15,2025-12-14,2
5809,992,21,2024-08-22,1
5810,950,7,2024-06-16,1
5811,376,13,2025-02-19,1
5812,235,7,2025-11-29,3
5813,171,23,2025-06-28,1
5814,91,25,2025-07-08,2
5815,717,21,2025-08-17,3
5816,931,7,2025-10-04,3
5817,699,11,2025-07-17,2
5818,620,9,2025-06-17,2
5819,977,14,2025-04-28,3
5820,712,21,2024-07-09,3
5821,596,22,2024-10-04,2
5822,314,4,2024-01-01,3
5823,441,24,2025-09-10,3
5824,950,25,2024-08-14,2
5825,949,10,2025-10-11,2
5826,265,16,2025-05-22,2
5827,474,9,2024-12-30,1
5828,405,12,2025-03-14,3
5829,368,22,2024-03-30,3
5830,160,22,2025-04-19,3
5831,116,23,2024-06-15,2
5832,560,26,2025-03-08,2
5833,831,6,2025-11-03,2
5834,869,27,2024-11-17,3
5835,981,30,2025-02-06,2
5836,618,14,2025-10-06,3
5837,538,28,2025-03-31,3
5838,991,27,2025-02-10,1
5839,792,18,2025-01-11,1
5840,505,23,2025-07-27,2
5841,503,25,2025-10-18,2
5842,981,1,2024-11-27,3
5843,432,23,2024-01-04,2
5844,900,14,2024-03-08,2
5845,10,7,2025-03-03,2
5846,185,7,2024-12-26,2
5847,109,30,2025-09-22,1
5848,661,30,2025-08-11,3
5849,678,17,2025-06-19,1
5850,219,14,2025-06-27,1
5851,746,11,2024-10-22,3
5852,580,22,2025-07-24,2
5853,467,2,2025-04-01,1
5854,22,24,2025-07-06,1
5855,774,22,2024-07-12,1
5856,832,10,2025-01-21,2
5857,674,17,2024-08-02,1
5858,230,27,2025-12-17,1
5859,968,29,2025-07-13,1
5860,360,30,2024-09-29,2
5861,765,27,2025-04-24,2
5862,371,26,2024-05-25,1
5863,971,4,2025-09-06,3
5864,38,2,2024-10-31,3
5865,271,21,2024-08-04,2
5866,677,28,2025-02-18,2
5867,877,4,2025-07-12,1
5868,110,4,2025-02-14,1
5869,946,12,2024-03-16,1
5870,999,4,2024-01-16,3
5871,859,18,2025-10-11,1
5872,851,6,2024-04-06,1
5873,571,17,2025-06-13,2
5874,170,22,2024-01-24,1
5875,519,19,2025-09-07,3
5876,959,25,2025-11-09,2
5877,664,25,2024-01-06,3
5878,992,2,2024-10-07,3
5879,452,24,2025-01-17,3
5880,975,18,2024-07-11,3
5881,82,9,2024-07-13,1
5882,385,17,2024-03-12,2
5883,9,22,2024-04-22,2
5884,317,24,2024-02-23,2
5885,924,22,2025-07-04,2
5886,606,9,2025-08-17,2
5887,957,8,2025-07-09,2
5888,2,15,2024-09-23,1
5889,754,25,2024-08-06,3
5890,455,9,2025-10-11,1
5891,860,15,2025-05-08,3
5892,216,1,2024-01-06,2
5893,102,22,2024-01-29,1
5894,642,28,2024-08-15,2
5895,743,9,2025-12-09,1
5896,758,12,2025-02-20,2
5897,999,17,2025-05-17,2
5898,88,7,2025-03-26,1
5899,922,26,2024-01-21,1
5900,791,9,2024-05-02,3
5901,448,27,2024-08-26,1
5902,213,29,2024-01-16,3
5903,227,19,2025-12-17,3
5904,565,3,2025-04-14,2
5905,795,30,2025-08-26,1
5906,223,29,2024-10-19,3
5907,854,25,2025-08-31,1
5908,90,19,2025-03-10,2
5909,690,26,2024-09-23,3
5910,419,1,2024-01-29,2
5911,66,22,2024-01-03,3
5912,177,2,2025-03-06,2
5913,724,11,2024-08-16,3
5914,338,20,2025-02-13,3
5915,905,24,2024-11-18,1
5916,187,19,2025-09-07,3
5917,954,11,2025-10-13,3
5918,93,1,2024-08-14,1
5919,631,29,2025-05-25,1
5920,27,24,2025-02-17,2
5921,347,10,2025-05-13,1
5922,994,4,2024-04-12,2
5923,771,14,2025-05-20,3
5924,155,11,2024-12-05,2
5925,961,13,2024-06-25,1
5926,869,16,2025-01-27,1
5927,422,9,2025-01-31,1
5928,888,18,2025-05-27,1
5929,751,19,2025-05-11,1
5930,849,18,2024-01-31,2
5931,274,20,2025-08-21,3
5932,546,17,2025-07-18,3
5933,413,26,2024-05-30,2
5934,527,2,2024-06-03,3
5935,738,28,2024-03-11,1
5936,510,24,2024-06-04,3
5937,393,29,2024-04-09,1
5938,982,15,2024-05-29,2
5939,964,21,2025-08-22,3
5940,208,14,2024-05-20,2
5941,814,1,2025-11-10,1
5942,929,10,2025-02-24,1
5943,581,11,2025-03-06,3
5944,448,18,2024-10-03,1
5945,614,10,2024-10-29,3
5946,350,9,2025-07-29,1
5947,870,28,2025-06-26,3
5948,668,6,2024-12-30,1
5949,742,26,2024-08-14,1
5950,749,28,2024-08-21,1
5951,213,10,2025-10-15,3
5952,419,21,2025-08-24,2
5953,323,1,2024-07-23,3
5954,90,20,2024-07-07,1
5955,462,24,2024-11-01,1
5956,183,19,2025-12-08,3
5957,238,5,2025-07-28,3
5958,950,13,2025-11-01,2
5959,28,25,2024-02-17,2
5960,362,18,2025-06-18,1
5961,704,19,2025-07-23,2
5962,425,13,2025-11-12,2
5963,734,30,2024-06-25,2
5964,600,23,2025-08-04,1
5965,339,4,2024-06-25,1
5966,920,29,2025-01-25,2
5967,829,25,2025-03-15,2
5968,735,9,2024-09-12,1
5969,604,11,2024-11-26,1
5970,308,28,2025-03-26,2
5971,395,19,2024-11-04,1
5972,43,2,2024-09-22,1
5973,251,25,2024-11-20,2
5974,63,24,2025-10-28,1
5975,356,13,2025-03-16,2
5976,322,18,2024-02-13,2
5977,886,20,2025-04-17,2
5978,575,3,2025-05-03,1
5979,515,10,2025-03-30,1
5980,603,9,2025-01-25,1
5981,448,4,2025-01-22,3
5982,885,27,2025-03-26,1
5983,827,5,2024-10-05,2
5984,689,2,2025-09-10,3
5985,407,5,2025-01-26,3
5986,350,20,2025-12-25,1
5987,648,3,2025-09-07,3
5988,890,26,2025-03-16,3
5989,608,25,2025-01-06,1
5990,159,8,2024-03-29,2
5991,984,9,2025-11-18,3
5992,813,10,2024-04-27,3
5993,423,25,2025-08-23,1
5994,351,3,2024-07-20,1
5995,309,14,2025-01-29,1
5996,5,3,2025-06-22,3
5997,498,15,2025-11-16,2
5998,646,9,2025-07-13,1
5999,63,30,2024-07-15,2
6000,659,8,2025-08-12,3
6001,843,8,2025-09-04,2
6002,101,22,2024-12-24,2
6003,639,23,2025-11-25,1
6004,959,27,2024-07-10,2
6005,605,25,2025-12-26,3
6006,529,27,2025-04-16,2
6007,710,7,2024-09-15,3
6008,267,26,2025-06-05,1
6009,595,16,2024-06-28,2
6010,351,26,2024-05-15,1
6011,902,27,2025-10-09,1
6012,308,19,2025-07-26,1
6013,970,15,2025-11-01,1
6014,109,7,2025-08-21,3
6015,310,30,2024-11-02,2
6016,156,3,2025-08-01,2
6017,667,3,2025-07-28,2
6018,288,25,2025-01-17,3
6019,248,29,2024-10-19,1
6020,613,14,2024-11-13,3
6021,734,11,2024-05-08,1
6022,486,16,2024-10-30,2
6023,961,16,2024-02-05,1
6024,560,18,2025-01-22,1
6025,916,12,2025-08-18,3
6026,63,27,2024-08-25,3
6027,988,23,2025-11-16,1
6028,301,13,2024-07-11,1
6029,432,9,2025-02-14,3
6030,115,20,2025-08-21,3
6031,920,21,2024-03-06,1
6032,349,9,2024-02-26,1
6033,475,23,2025-08-09,3
6034,502,12,2025-06-06,1
6035,41,11,2024-07-26,3
6036,709,18,2024-10-31,3
6037,293,9,2025-09-11,2
6038,484,1,2025-04-08,3
6039,909,22,2025-04-19,2
6040,327,12,2024-12-09,1
6041,267,1,2024-10-10,2
6042,130,9,2024-05-03,3
6043,302,29,2024-12-09,3
6044,482,17,2025-11-04,3
6045,697,19,2025-11-03,2
6046,288,18,2025-08-20,2
6047,790,22,2025-11-28,3
6048,252,7,2025-12-23,2
6049,837,16,2025-07-26,2
6050,330,4,2025-10-19,3
6051,407,6,2025-08-10,1
6052,843,24,2024-03-18,1
6053,755,21,2024-02-18,3
6054,716,29,2025-09-07,1
6055,979,10,2024-07-10,1
6056,418,30,2025-03-06,2
6057,21,14,2025-07-27,2
6058,673,4,2024-09-22,3
6059,47,22,2024-02-27,2
6060,982,4,2024-07-28,1
6061,718,3,2024-03-08,2
6062,531,8,2024-10-07,3
6063,857,9,2025-03-08,3
6064,180,20,2025-09-07,1
6065,281,3,2025-11-11,1
6066,816,4,2024-07-28,3
6067,431,7,2024-04-05,3
6068,556,16,2025-08-28,2
6069,641,19,2024-01-31,2
6070,158,15,2024-02-25,3
6071,480,3,2025-04-26,1
6072,160,15,2025-07-30,2
6073,582,4,2025-06-09,3
6074,367,25,2024-03-08,3
6075,31,26,2025-03-03,1
6076,958,21,2025-05-19,3
6077,457,12,2024-08-30,1
6078,426,20,2024-04-16,2
6079,301,8,2025-11-13,2
6080,284,1,2024-09-07,2
6081,167,18,2024-04-24,2
6082,214,19,2025-06-04,1
6083,512,7,2025-12-27,1
6084,581,5,2025-05-18,3
6085,217,11,2024-12-06,3
6086,572,13,2025-03-16,1
6087,341,9,2024-03-30,3
6088,9,21,2025-09-21,3
6089,110,14,2024-01-28,3
6090,494,2,2024-12-22,3
6091,706,23,2025-11-07,1
6092,97,13,2025-04-30,2
6093,222,15,2024-02-29,1
6094,149,28,2024-02-24,3
6095,860,7,2025-07-19,3
6096,582,13,2024-12-13,3
6097,317,13,2025-08-31,2
6098,287,23,2024-08-12,1
6099,887,24,2025-02-16,2
6100,396,17,2024-07-24,2
6101,306,20,2024-09-19,1
6102,190,16,2025-08-04,2
6103,650,1,2025-02-13,3
6104,569,19,2025-01-14,1
6105,480,28,2025-04-03,1
6106,954,22,2024-02-10,3
6107,504,10,2024-01-01,3
6108,38,29,2024-09-15,2
6109,414,15,2025-01-30,3
6110,143,14,2024-11-20,1
6111,448,29,2025-05-13,1
6112,144,26,2024-11-22,2
6113,957,20,2024-10-11,2
6114,230,10,2025-10-15,2
6115,657,12,2025-10-02,1
6116,674,25,2024-08-20,2
6117,84,24,2024-01-02,1
6118,9,25,2025-03-25,2
6119,639,14,2024-08-15,2
6120,300,24,2024-07-10,2
6121,647,1,2025-06-20,2
6122,260,16,2024-04-10,3
6123,527,3,2025-06-02,1
6124,661,15,2025-04-12,3
6125,687,28,2024-01-23,3
6126,341,6,2025-05-31,1
6127,655,1,2025-11-29,3
6128,576,4,2025-02-08,3
6129,766,3,2025-11-19,1
6130,980,20,2025-05-17,2
6131,62,18,2024-09-17,2
6132,538,30,2024-07-05,3
6133,560,25,2025-10-03,1
6134,904,17,2025-06-03,3
6135,68,10,2025-02-17,1
6136,651,24,2024-07-25,2
